,ID,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
13300,tt0355169,Aaram Thamburan,1997,163 min,8.1,"3,225","Action, Drama            ",malayalam
13302,tt9605894,Nishabdham,2020,120 min,3.9,"3,191","Horror, Mystery, Thriller            ",malayalam
13304,tt0353595,Kadal,1994,-,5.6,8,-,malayalam
13319,tt0095788,The Eye Above the Well,1988,94 min,7.7,101,Documentary            ,malayalam
13327,tt0317730,Irumpazhikal,1979,-,-,-,-,malayalam
13333,tt7928342,Tritiya,2017,17 min,7.7,10,"Short, Drama, Fantasy            ",malayalam
13347,tt8837114,Nakshathrangal,2014,114 min,-,-,Drama            ,malayalam
13348,tt1806781,Annarakkannanum Thannalayathu,2010,123 min,3.8,13,Drama            ,malayalam
13352,tt0268354,Hemanda Rathri,1978,-,-,-,-,malayalam
13355,tt0276904,Dharmayudham,1973,169 min,-,-,Fantasy            ,malayalam
13375,tt0257462,CID in jungle,1971,-,-,-,-,malayalam
13378,tt7279058,Krishnam,2018,128 min,5.6,29,"Drama, Romance            ",malayalam
13379,tt6470482,Mangalyam Thanthunanena,2017,-,8.7,15,Short            ,malayalam
13383,tt4648304,Chandrettan Evideya,2015,124 min,6.0,575,"Comedy, Fantasy            ",malayalam
13391,tt4874496,Oru Korean Padam,2014,117 min,4.1,19,"Comedy, Drama            ",malayalam
13412,tt5296098,Hats Off Son,2014,-,-,-,"Short, Drama            ",malayalam
13415,tt9668556,Vallikkettu,2019,114 min,6.1,9,"Drama, Romance            ",malayalam
13417,tt0255542,Ragini,1968,-,-,-,-,malayalam
13426,tt8963638,Rani,2016,15 min,-,-,"Short, Thriller            ",malayalam
13430,tt0255116,Dial 2244,1968,-,-,-,-,malayalam
13431,tt2359175,Mayamohini,2012,150 min,3.5,463,"Comedy, Drama            ",malayalam
13444,tt0271675,Nineteen Twenty One,1988,197 min,7.1,93,"Action, Drama, War            ",malayalam
13453,tt0401689,Nirvrithi,2003,-,-,-,-,malayalam
13454,tt14202620,Sahyadriyile Chuvanna Pookkal,2021,119 min,-,-,Drama            ,malayalam
13456,tt8555480,The Rat Trap,2018,24 min,-,-,"Short, Action, Thriller            ",malayalam
13470,-,Lucknow,,-,-,-,Thriller            ,malayalam
13485,tt0254559,Mayavi,1965,-,-,-,-,malayalam
13487,tt13311314,Prem at First Sight,2015,118 min,-,-,Drama            ,malayalam
13495,-,Pennanweshanam,,-,-,-,Romance            ,malayalam
13525,tt0388710,Ammakilikkoodu,2003,180 min,5.3,115,"Comedy, Drama            ",malayalam
13531,tt9311360,Mottitta Mullakal,2018,112 min,-,-,Drama            ,malayalam
13543,tt4570696,0-41*,2016,91 min,8.2,16,"Comedy, Drama            ",malayalam
13567,tt0318128,Thirayum Thiravum,1979,-,-,-,-,malayalam
13579,-,Salute,2021,-,-,-,Thriller            ,malayalam
13598,tt0267834,Ponnum Poovum,1982,-,6.1,7,Drama            ,malayalam
13608,tt1573478,Paleri Manikyam: Oru Pathirakolapathakathinte Katha,2009,155 min,7.7,"1,516","Crime, Drama, History            ",malayalam
13609,tt0354042,Sowbhagyam,1993,-,5.9,8,-,malayalam
13613,tt0257866,Line Bus,1971,133 min,-,-,-,malayalam
13626,-,Parannu Parannu,,-,-,-,Adventure            ,malayalam
13631,tt0215838,Hello Madras Girl,1983,140 min,6.5,13,-,malayalam
13643,tt10862504,Gunnas,2018,-,-,-,"Short, Comedy            ",malayalam
13647,tt1671738,Sufi Paranja Katha,2010,125 min,5.9,37,"Drama, Family, History            ",malayalam
13657,tt3607412,The Darkness Indian Horror Short Film,2013,22 min,-,-,"Short, Horror            ",malayalam
13659,tt13022186,A Mandan from London,2019,-,-,-,"Short, Comedy            ",malayalam
13666,tt4584862,Bhaskar the Rascal,2015,160 min,5.3,871,"Comedy, Drama, Family            ",malayalam
13672,tt4686500,Ayal Njanalla,2015,146 min,5.3,278,"Comedy, Romance            ",malayalam
13674,tt9305592,Alliyambal,2018– ,23 min,7.8,6,Drama            ,malayalam
13676,tt3788918,Angels,II 2014,120 min,6.1,149,"Crime, Drama, Mystery            ",malayalam
13679,tt0353166,Agni Shalabhangal,1993,-,-,-,-,malayalam
13683,tt12319278,Krishna Thulasi,2016–2017,22 min,-,-,Drama            ,malayalam
13689,tt0333708,Kalyanappittannu,1997,-,5.6,47,Comedy            ,malayalam
13690,tt0352454,Jaalakam,1987,96 min,4.9,8,Drama            ,malayalam
13692,tt12304954,Kalvathi Days,2020,-,-,-,Comedy            ,malayalam
13701,tt0258249,Thettu,1971,142 min,-,-,-,malayalam
13703,tt14294416,Sancharam,2001– ,-,-,-,-,malayalam
13713,tt0279156,Jeevikkan Marannu Poya Sthree,1974,-,-,-,-,malayalam
13715,tt0343344,Aambal Poovu,1981,-,-,-,-,malayalam
13721,tt0318650,Saivar Thirumeni,2001,-,3.8,23,"Action, Drama            ",malayalam
13724,tt0353933,Rajadhani,1994,-,-,-,-,malayalam
13727,tt0275366,Gayathridevi Ente Amma,1985,-,-,-,Drama            ,malayalam
13740,tt1810690,Magic Lamp,2008,127 min,2.5,41,"Comedy, Drama            ",malayalam
13741,tt0279181,Kouthuka Varthakal,1990,-,5.8,63,"Comedy, Drama            ",malayalam
13757,-,563 St. Charles Street,,-,-,-,"Horror, Thriller            ",malayalam
13766,tt9788782,Turbulent,2018,18 min,-,-,"Short, Drama, Fantasy            ",malayalam
13784,tt0267778,Nakshathrangale Kaaval,1978,-,-,-,-,malayalam
13786,tt11569498,2 Days,2020,-,-,-,Drama            ,malayalam
13787,tt0214863,Kolangal,1981,133 min,7.8,29,"Comedy, Drama            ",malayalam
13794,tt12320706,Paarijatham,2008–2011,22 min,-,-,Drama            ,malayalam
13799,tt0258296,Vivahitha,1970,-,-,-,-,malayalam
13804,tt11322920,Ayyappanum Koshiyum,2020,177 min,7.9,"4,475","Action, Drama, Thriller            ",malayalam
13809,tt0318269,Abhinivesham,1977,-,-,-,-,malayalam
13816,-,Pathimoonnu,,-,-,-,"Drama, Fantasy            ",malayalam
13818,tt3885736,Munnariyippu,2014,112 min,7.9,"3,733","Drama, Thriller            ",malayalam
13820,tt13039826,Mom and Son,2020– ,-,-,-,Comedy            ,malayalam
13825,tt1334457,Indrajith,2007,114 min,4.7,6,Action            ,malayalam
13856,tt3655924,Chakkaramampazham,2014,106 min,-,-,Drama            ,malayalam
13863,tt0355568,Indian Military Intelligence,1995,-,6.2,11,"Action, Crime, Thriller            ",malayalam
13871,tt0076254,Kanchana Sita,1977,90 min,7.5,77,Drama            ,malayalam
13873,tt7160938,Team 5,2017,101 min,4.2,70,"Adventure, Sport            ",malayalam
13883,tt0255306,Kilukkam,1991,155 min,8.6,"3,443",Comedy            ,malayalam
13893,tt0271784,Shyama,1986,126 min,6.8,40,"Drama, Romance            ",malayalam
13897,tt0257399,Angathattu,1973,154 min,-,-,-,malayalam
13899,tt0314244,Jwalanam,2001,-,-,-,-,malayalam
13907,tt11581692,Oru Njayarazhcha,2019,90 min,5.2,18,Drama            ,malayalam
13915,tt2282670,Outsider,2012,118 min,4.2,33,Drama            ,malayalam
13919,tt0314670,Shukradasha,1977,-,-,-,-,malayalam
13929,tt0258063,Puthanveedu,1971,-,-,-,-,malayalam
13934,tt0333537,Hai Sundary,1995,-,-,-,-,malayalam
13939,tt0237883,Valayam,1992,-,6.0,20,-,malayalam
13948,tt0320778,Yatheem,1977,-,-,-,-,malayalam
13953,-,Metre Gauge 1904,,-,-,-,"Drama, Thriller            ",malayalam
13954,tt11948242, Bigg Boss,2018– ,198 min,3.5,6,"Game-Show, Reality-TV            ",malayalam
13970,tt3259190,Debt,II 2012,25 min,-,-,"Short, Drama            ",malayalam
14031,tt14416874,Thiricharvu,2020,-,-,-,"Short, Family            ",malayalam
14048,tt3127648,F=ma,2012 Video,2 min,8.1,16,Short            ,malayalam
14059,tt0275503,Mathrubhhomikku Vendi,1985,-,-,-,-,malayalam
14066,tt0358210,Thilakam,2002,-,5.1,12,Drama            ,malayalam
14071,tt0352183,Asura Samhaaram,1988,-,-,-,-,malayalam
14073,tt0252276,Bhakta Kuchela,1961,165 min,-,-,-,malayalam
14076,tt0325966,Pennorumbettaal,1979,-,-,-,-,malayalam
14078,tt12663848,Kumbidi,2020,6 min,-,-,"Short, Comedy, Sci-Fi            ",malayalam
14089,tt12097914,Dushtaroopi,2018,8 min,-,-,"Short, Horror, Mystery            ",malayalam
14092,tt0357191,Snehadooth,2002,-,-,-,Drama            ,malayalam
14096,tt2577622,My Boss,2012,160 min,6.6,"1,212",Comedy            ,malayalam
14097,tt2706332,August Club,2013,120 min,5.4,47,Drama            ,malayalam
14099,tt5168344,Thoovalkattu,2010,-,-,-,Drama            ,malayalam
14103,tt0235528,Kshanakathu,1990,-,5.6,14,Drama            ,malayalam
14110,tt0332567,Anyarude Bhoomi,1979,-,-,-,-,malayalam
14111,tt8667016,Marimayam,2012– ,22 min,9.0,42,Comedy            ,malayalam
14123,tt0353350,Dhadha,1994,-,4.1,9,-,malayalam
14130,tt0271737,Puli Varunne Puli,1985,121 min,6.0,19,"Comedy, Drama            ",malayalam
14132,tt0281624,Ayyappante Amma Neyyappam Chuttu,2000,-,8.1,55,Musical            ,malayalam
14137,tt7436478,Aa La Ma,2018,-,-,-,"Short, Drama            ",malayalam
14140,tt1549829,Bioscope,2008,94 min,6.8,21,Drama            ,malayalam
14146,tt0187413,Poombatta,1971,-,4.5,10,Drama            ,malayalam
14163,tt5321062,Kaliyachan,2015,100 min,5.5,24,Drama            ,malayalam
14167,tt9877460,Thenkasikkatu,2019,129 min,-,-,"Action, Drama            ",malayalam
14168,tt6942054,Kavyanilavu,2014 TV Movie,28 min,-,-,Music            ,malayalam
14171,tt0274093,Sneham,1998,134 min,7.1,50,Drama            ,malayalam
14174,tt10546582,Itharam,2019,-,-,-,"Documentary, Short            ",malayalam
14185,tt0281675,Boy Friend,I 1975,-,-,-,-,malayalam
14197,tt9011130,Kalki,I 2019,141 min,4.7,468,"Action, Comedy, Crime            ",malayalam
14219,tt0282827,Pappan Priyappetta Pappan,1986,137 min,6.8,161,"Comedy, Fantasy            ",malayalam
14220,tt0254929,Aathma Mela,1999,-,-,-,-,malayalam
14241,tt3175286,Ezhamathe Varavu,2013,-,6.1,58,Family            ,malayalam
14253,tt6409416,The Elder One,2019,125 min,7.5,"1,606","Action, Crime, Drama            ",malayalam
14267,tt3159556,Jacob,2013,23 min,-,-,"Short, Fantasy, Horror            ",malayalam
14280,tt0404192,Leader,2003,-,3.5,8,"Comedy, Drama, Thriller            ",malayalam
14285,tt0282801,Nisa Sundarikal,2000,-,-,-,Musical            ,malayalam
14289,tt2622698,Isaac Newton Son of Philipose,2013,-,3.2,26,Comedy            ,malayalam
14293,tt0234327,Neelisally,1960,-,-,-,-,malayalam
14304,tt8938866,And the Oskar Goes To..,2019,124 min,7.2,494,Drama            ,malayalam
14316,tt5721784,Pularum Iniyum Naalekal,2016,72 min,7.1,9,"Comedy, Drama, Romance            ",malayalam
14333,tt0275328,Enquiry,1990,-,-,-,-,malayalam
14336,tt14129556,Enpathukalile Ebhyamar,2021,113 min,-,-,"Action, Drama, Family            ",malayalam
14339,tt0257933,Moodalamanju,1970,-,-,-,-,malayalam
14345,tt2780192,Radio,I 2013,-,3.7,10,Thriller            ,malayalam
14354,tt0254510,Kutti Kuppayam,1964,-,-,-,-,malayalam
14356,tt0255643,Thenmavin Kombath,1994,164 min,8.1,"2,698","Comedy, Drama, Romance            ",malayalam
14364,tt0317853,Koumara Praayam,1979,-,-,-,-,malayalam
14367,tt12625756,Churuli,2021,-,8.2,52,"Fantasy, Mystery, Thriller            ",malayalam
14376,tt0280995,Ninne Pinne Kandolaam,1975,-,-,-,-,malayalam
14393,tt0272235,Paavadakkari,1978,-,-,-,-,malayalam
14394,-,777 Charlie,,136 min,-,-,"Adventure, Comedy, Drama            ",malayalam
14399,-,Roy,I 2021,-,-,-,Thriller            ,malayalam
14402,tt0254781,Snapaka Yohannan,1963,-,-,-,-,malayalam
14404,tt0808904,Pachakuthira,2006,144 min,4.1,258,"Comedy, Drama, Romance            ",malayalam
14406,-,"Nna, Thaan Case Kodu",2021,-,-,-,Thriller            ,malayalam
14423,tt6097692,Persiakaran,2014,-,-,-,Family            ,malayalam
14426,tt0808500,Thuruppu Gulan,2006,140 min,5.0,463,"Action, Comedy            ",malayalam
14430,tt0356330,Adheena,2002,-,-,-,-,malayalam
14446,tt6875732,Thenvarikka,2017,20 min,-,-,"Short, Comedy            ",malayalam
14459,-,Thallumaala,,-,-,-,Comedy            ,malayalam
14461,tt14391998,Kaatinarike,2021,136 min,-,-,Drama            ,malayalam
14462,tt0352239,Chaara Valayam,1988,-,-,-,-,malayalam
14470,tt0235570,Manyasree Viswamitran,1974,-,-,-,-,malayalam
14481,tt7369950,Vuja De,2017 Video,18 min,-,-,Short            ,malayalam
14483,tt0280967,Muttathe Mulla,1977,131 min,-,-,-,malayalam
14511,tt0269823,Sandharbham,1984,138 min,8.2,40,Drama            ,malayalam
14515,tt0254998,Bharyamar Sookshikkuka,1968,154 min,5.4,9,Drama            ,malayalam
14535,tt0278975,Bhoogolam Thiriyunnu,1974,-,-,-,-,malayalam
14538,tt0272187,Maravil Thirivu Sookshikkuka,1972,-,6.1,10,"Crime, Mystery, Thriller            ",malayalam
14540,tt8055888,Mard Ko Dard Nahin Hota,2018,134 min,7.4,"6,426","Action, Comedy            ",malayalam
14544,tt0357183,Sisiram,2002,-,-,-,Thriller            ,malayalam
14555,tt1370217,Inner Silence of the Tumult,2008,-,-,-,Short            ,malayalam
14558,-,Apposthalan,,-,-,-,Drama            ,malayalam
14561,tt0281067,Picnic,1975,140 min,5.7,9,-,malayalam
14568,tt2296897,Paachuvum kovalanum,2011,130 min,4.2,25,"Comedy, Drama            ",malayalam
14572,tt0404243,Mohathazhvara,2003,-,-,-,-,malayalam
14576,tt3652872,Parankimala,2014,-,4.4,15,Romance            ,malayalam
14579,tt0282098,Prema Mudra,1975,-,-,-,-,malayalam
14593,tt8016662,Praana,2019,107 min,8.5,788,"Crime, Drama, Horror            ",malayalam
14613,tt0271866,Vilichu Vilikettu,1985,-,-,-,Drama            ,malayalam
14638,tt0357907,Miss Julia,2002,-,-,-,-,malayalam
14639,tt0155505,Appooppan,1976,-,8.8,5,Drama            ,malayalam
14641,tt5271432,Adi Kapyare Kootamani,2015,131 min,6.3,"1,199","Comedy, Horror            ",malayalam
14646,tt8035316,Kaattu Vithachavar,2018,135 min,-,-,"Drama, Thriller            ",malayalam
14662,tt9911006,Ormma,2019,127 min,6.0,8,Drama            ,malayalam
14667,tt0253535,Rakthabandham,1951,-,-,-,-,malayalam
14691,tt4928620,Pathemari,2015,118 min,8.4,"3,988",Drama            ,malayalam
14708,tt12364316,Malaika,II 2020 Video,-,-,-,"Short, Music            ",malayalam
14717,tt0255680,Vidhi,1968,-,-,-,-,malayalam
14721,tt0271158,Samayamayilla Polum,1978,-,-,-,-,malayalam
14726,tt0400646,Melvilasam Sariyanu,2003,-,3.2,12,"Comedy, Drama            ",malayalam
14744,tt0281710,Chandanan Chola,1975,-,-,-,-,malayalam
14745,tt0283335,Ente Kalithozhan,1984,-,-,-,-,malayalam
14752,tt10287470,Naimisham,2016,-,-,-,"Short, Drama, Mystery            ",malayalam
14760,tt0235160,Adikkurippu,1989,99 min,7.0,153,"Crime, Mystery, Thriller            ",malayalam
14774,-,Bhramam,2021,-,-,-,Thriller            ,malayalam
14780,tt7364774,Daivame Katholane,2017,7 min,7.4,8,"Short, Comedy, Horror            ",malayalam
14786,tt9174410,Koodasha,2018,121 min,7.2,333,"Action, Crime, Drama            ",malayalam
14793,tt3995348,100 Days of Love,2015,153 min,6.6,"1,934","Comedy, Romance            ",malayalam
14803,tt0333153,Bheeman,1982,-,-,-,Drama            ,malayalam
14805,tt0234493,Ponnapuram Kotta,1973,-,6.0,10,Fantasy            ,malayalam
14823,tt0271963,Ananthasayanam,1972,-,-,-,-,malayalam
14839,tt0235650,Ore Thooval Pakshikal,1988,-,-,-,-,malayalam
14843,tt8546164,Kravyam,2018,14 min,8.4,7,"Short, Thriller            ",malayalam
14859,tt0269676,Oru Swakaryam,1983,-,-,-,-,malayalam
14866,tt0251155,Jeevitha Nouka,1951,170 min,6.3,6,Drama            ,malayalam
14867,tt0322903,Kadambari,2001,-,-,-,-,malayalam
14872,-,Oru Thuli Velicham,,-,-,-,Documentary            ,malayalam
14882,tt7282394,Song of Songs,2017,15 min,-,-,"Short, Drama, Romance            ",malayalam
14888,-,Thulasi,,11 min,-,-,"Short, Comedy            ",malayalam
14894,tt0332265,Nattuchakkeruttu,1980,-,-,-,-,malayalam
14897,-,Louis Araman,2021,-,-,-,Comedy            ,malayalam
14902,tt0315754,Air Hostess,1980,141 min,5.2,5,-,malayalam
14911,tt7601422,Vellivelichathil,2014,-,-,-,Drama            ,malayalam
14915,tt0292239,Sobharaj,1986,-,6.6,50,"Action, Thriller            ",malayalam
14926,tt0274941,Taxi Car,1972,-,5.8,9,-,malayalam
14951,tt4147572,Polytechnic,2014,139 min,4.2,91,"Comedy, Drama            ",malayalam
14974,tt0326001,Prabhatha Sandhya,1979,-,-,-,-,malayalam
14981,tt1102293,Oruvan,2006,111 min,6.0,29,"Crime, Thriller            ",malayalam
14993,tt0255627,Swastham Grihabaranam,1999,-,3.1,19,"Comedy, Drama            ",malayalam
15001,tt11167266,Muthassikkoru Muthu,2019,102 min,-,-,Drama            ,malayalam
15007,tt6117534,Vanyam,2016,93 min,6.9,43,"Crime, Drama            ",malayalam
15011,tt13337224,Aarodengilum Mindande,2020,25 min,-,-,"Documentary, Short            ",malayalam
15025,-,Kaanekkaane,,-,-,-,Drama            ,malayalam
15031,tt5791930,Credo,2014,15 min,-,-,"Short, Drama            ",malayalam
15037,tt0360149,Veruthe Oru Pinakkom,1984,-,-,-,Musical            ,malayalam
15053,tt10735202,Helen,V 2019,117 min,7.7,"2,432","Drama, Thriller            ",malayalam
15059,tt0448225,Kochi Rajavu,2005,105 min,6.0,395,"Action, Comedy, Crime            ",malayalam
15079,tt3684978,Gift,II 2014,-,8.5,13,"Short, Drama            ",malayalam
15093,tt0318519,Oru Kunju Janikkunnu,1982,-,-,-,-,malayalam
15103,tt5684262,Ore Mukham,2016,111 min,5.9,414,"Crime, Mystery, Thriller            ",malayalam
15104,tt5298910,Jalam,2016,104 min,6.5,27,Drama            ,malayalam
15108,tt0352617,Nara Naayattu,1988,-,-,-,-,malayalam
15111,tt12753446,Hridayamithu Madbaha,2020 Video,-,-,-,"Short, Musical            ",malayalam
15116,tt0317844,Kodumudikal,1981,-,-,-,-,malayalam
15129,tt0271592,Katha Ithu Vare,1985,131 min,6.8,20,"Drama, Romance            ",malayalam
15132,tt6841322,100 Years of Chrysostom,2018,-,8.2,6,"Documentary, Biography            ",malayalam
15136,tt13311274,Nattarangu,2014,-,-,-,Drama            ,malayalam
15143,-,Pramukhar,,-,-,-,Thriller            ,malayalam
15144,tt0187218,Kumara Sambhavam,1969,-,5.9,19,Music            ,malayalam
15153,tt0485922,Keerthi Chakra,2006,130 min,7.1,938,"Action, Drama, War            ",malayalam
15159,tt0252584,Kalam Marunnu,1955,-,-,-,-,malayalam
15160,tt0277378,Thaniniram,1973,-,-,-,-,malayalam
15163,tt8860752,AltCtrlDel,2020,-,-,-,Thriller            ,malayalam
15167,tt2344824,Friday,I 2012,117 min,5.9,220,Family            ,malayalam
15184,tt0257837,Kilukkampetti,1991,-,6.5,78,"Comedy, Drama            ",malayalam
15201,tt6331400,Oro Puzhayum Parayunnathu,2016,-,-,-,Drama            ,malayalam
15213,tt0353583,Johny,1993,-,-,-,-,malayalam
15218,tt0279387,Saandhram,1990,112 min,5.5,13,"Comedy, Drama            ",malayalam
15219,tt0255461,Parayanumvayya Parayathirikkanumvayya,1985,131 min,5.2,33,"Action, Drama, Thriller            ",malayalam
15226,tt8052198,Bonsai,I 2018,102 min,-,-,Drama            ,malayalam
15230,tt0259605,Swathi Thirunal,1987,133 min,7.5,26,"Drama, History            ",malayalam
15232,tt9257896,Punaradhivasam,2000,-,7.1,8,-,malayalam
15250,tt6396380,Thayyareduppu,2015,-,-,-,"Short, Drama            ",malayalam
15269,tt10546802,Baale,2017,7 min,-,-,"Short, Music            ",malayalam
15280,tt0268118,Aaru Manikkoor,1978,-,-,-,-,malayalam
15294,tt8180412,Anuraaga Gaanam Pole,2017,8 min,8.8,13,"Short, Fantasy, Romance            ",malayalam
15303,tt9396112,Sathyam Paranja Viswasikuvo,2019,130 min,5.7,225,"Comedy, Drama            ",malayalam
15307,tt0187486,Sathyavaan Savithri,1977,-,5.4,17,"Biography, Drama, History            ",malayalam
15308,tt7685534,The Free Upgrade,2017,36 min,-,-,"Short, Thriller            ",malayalam
15314,tt0354058,Sthreedhanam,1993,130 min,6.8,28,"Drama, Family            ",malayalam
15322,tt4892718,Sir C. P.,2015,135 min,2.5,87,Drama            ,malayalam
15324,tt2643802,Darppanam the Mirror,2013,27 min,-,-,"Short, Drama            ",malayalam
15327,tt0280909,Malsaram,1975,-,-,-,-,malayalam
15335,tt11422954,Larron,I 2019,8 min,-,-,"Short, Drama, Thriller            ",malayalam
15345,tt8768882,The Last Breath,III 2018,20 min,-,-,"Short, Horror            ",malayalam
15348,-,Meppadiyan,2021,-,-,-,"Drama, Thriller            ",malayalam
15350,tt0235569,Manju Moodal Manju,1980,-,-,-,-,malayalam
15359,tt0213512,Bhargavi Nilayam,1964,175 min,7.7,103,Horror            ,malayalam
15368,-,Thimiram,2021,107 min,-,-,Drama            ,malayalam
15380,tt0279450,Swarna Vigraham,1974,-,-,-,-,malayalam
15400,tt0251717,Golanthara Vartha,1993,133 min,6.7,174,"Comedy, Drama            ",malayalam
15401,tt8517350,Dust Bin,2018,130 min,7.3,6,Drama            ,malayalam
15405,-,Kallan D'Souza,,-,-,-,Comedy            ,malayalam
15406,tt0332713,Nakshathrangale Sakshi,1979,-,-,-,-,malayalam
15409,tt2568760,Theevram,2012,135 min,6.5,"1,055","Action, Crime, Thriller            ",malayalam
